age,gender,department,job_level,marital_status,monthly_income,years_at_company,overtime,performance_rating,distance_from_home_km,training_hours_last_year,Attrition
53,M,Finance,1,Single,9802.0,35,Yes,3,0.2000000000000001,63.0,0
26,M,Engineering,1,Single,8362.0,17,No,4,5.5,85.0,0
30,F,Engineering,1,Single,6628.0,11,No,4,18.0,2.0,0
56,M,Engineering,2,Divorced,12986.0,1,Yes,4,21.6,19.0,0
40,M,Sales,1,Single,1567.0,3,Yes,3,10.8,9.0,1
64,M,Engineering,5,Single,11928.0,38,No,3,17.9,107.0,0
48,F,Support,3,Single,9884.0,0,No,3,11.2,175.0,0
41,F,Sales,1,Married,15268.0,1,No,3,5.1,42.0,0
64,M,Support,2,Divorced,6689.0,7,No,3,9.9,127.0,0
62,F,Engineering,2,Single,7844.0,33,Yes,3,3.7,2.0,0
47,M,Engineering,2,Single,4726.0,11,No,4,17.2,118.0,0
38,M,Finance,1,Married,11802.0,14,No,3,10.7,6.0,0
47,F,Finance,3,Married,7489.0,15,Yes,3,0.2000000000000001,157.0,0
41,F,Engineering,2,Single,12776.0,29,Yes,4,20.8,68.0,0
56,M,Sales,5,Married,15212.0,20,No,3,9.8,88.0,0
63,F,Sales,2,Married,7551.0,24,No,3,14.3,147.0,1
34,F,Finance,4,Married,9561.0,23,Yes,4,9.3,121.0,1
31,F,Support,3,Divorced,5056.0,38,No,3,3.5,55.0,0
39,F,Engineering,1,Single,7735.0,9,No,3,7.6,41.0,0
64,M,HR,2,Married,12322.0,33,No,2,7.800000000000001,115.0,0
64,F,Finance,1,Divorced,13285.0,10,No,2,11.7,0.0,0
62,M,Sales,3,Married,5838.0,10,No,4,7.300000000000001,189.0,0
39,F,Sales,4,Single,7680.0,29,Yes,3,21.2,167.0,0
62,M,Engineering,2,Married,7311.0,28,No,3,4.7,115.0,0
46,M,Engineering,2,Married,4718.0,14,No,2,4.2,116.0,0
58,M,Sales,1,Single,9258.0,5,No,4,0.7000000000000002,53.0,0
50,M,Engineering,3,Single,4206.0,4,No,4,6.6,47.0,0
56,M,Support,2,Married,4039.0,8,No,2,7.4,174.0,0
25,M,Engineering,1,Single,14439.0,28,No,4,0.0,191.0,0
55,M,Engineering,1,Single,11755.0,37,Yes,2,4.7,87.0,0
52,M,Sales,1,Single,10140.0,25,No,3,8.6,89.0,0
31,M,Engineering,1,Married,10355.0,18,No,4,1.7999999999999998,63.0,0
24,F,Support,2,Single,7329.0,0,No,3,10.8,52.0,1
41,M,Finance,1,Single,3881.0,4,No,3,8.1,81.0,0
29,M,Finance,3,Single,7382.0,6,No,2,19.9,48.0,0
55,F,Support,1,Divorced,14488.0,17,No,3,12.9,80.0,0
26,F,Finance,3,Married,9456.0,29,Yes,3,3.6,151.0,0
45,M,Sales,4,Single,9369.0,1,Yes,2,0.8999999999999999,186.0,0
22,M,HR,2,Single,8552.0,14,Yes,3,3.7,1.0,0
59,F,Sales,2,Married,5550.0,35,Yes,3,-1.0,70.0,0
26,M,Engineering,3,Married,6949.0,19,No,2,30.7,95.0,1
34,F,Engineering,2,Married,9269.0,9,No,4,18.1,36.0,1
32,F,Support,1,Divorced,4198.0,18,No,3,7.4,87.0,0
27,M,Sales,2,Divorced,7394.0,23,No,3,9.4,81.0,0
64,F,Engineering,2,Married,3293.0,20,No,4,13.3,23.0,0
51,F,Engineering,3,Married,13626.0,40,No,3,13.2,162.0,0
35,M,Sales,4,Single,13139.0,16,Yes,3,8.9,56.0,0
57,M,Support,1,Single,4430.0,7,No,2,2.7,197.0,0
20,F,Finance,1,Single,9051.0,2,No,3,13.2,124.0,0
35,M,Engineering,3,Single,4285.0,16,No,3,7.1,59.0,1
32,F,Engineering,1,Married,4403.0,7,No,3,2.7,78.0,0
64,F,Engineering,1,Married,3599.0,5,No,3,20.6,67.0,0
36,M,Support,2,Single,6090.0,35,No,4,14.1,37.0,0
53,F,Finance,1,Single,5211.0,22,No,3,5.8,153.0,0
56,M,Sales,2,Single,7738.0,16,No,3,9.3,186.0,0
49,M,Support,2,Married,11756.0,12,No,4,11.0,175.0,0
35,F,HR,4,Single,4531.0,39,No,1,21.5,154.0,1
42,F,Finance,3,Married,3163.0,21,No,3,21.3,97.0,1
46,F,Engineering,2,Single,9391.0,36,No,3,28.2,73.0,1
38,M,Sales,3,Married,13403.0,17,Yes,3,12.8,11.0,1
43,M,Support,4,Married,6532.0,10,No,2,8.8,153.0,0
28,F,Engineering,2,Single,6951.0,0,No,2,29.8,1.0,0
46,F,Sales,3,Single,5102.0,16,No,2,10.1,85.0,0
59,M,Support,3,Married,6630.0,38,No,4,4.2,130.0,0
43,F,Engineering,2,Divorced,4154.0,38,No,4,13.3,173.0,0
61,F,Engineering,1,Married,10285.0,16,No,4,4.4,112.0,0
24,M,Engineering,1,Divorced,5090.0,9,No,3,10.4,26.0,0
61,F,Support,5,Single,4715.0,19,No,3,9.6,43.0,1
29,F,Engineering,1,Single,8515.0,15,No,2,6.6,72.0,0
19,M,Sales,2,Married,4543.0,23,No,3,13.9,128.0,0
38,F,Engineering,3,Single,10029.0,19,Yes,3,39.5,68.0,0
53,F,Engineering,1,Single,4952.0,36,No,2,17.6,84.0,0
35,F,Sales,1,Single,4116.0,29,No,3,-0.1,39.0,0
27,M,Engineering,2,Married,1787.0,20,Yes,1,7.6,53.0,0
53,F,Sales,1,Divorced,3010.0,14,Yes,3,25.6,183.0,1
64,F,Support,1,Single,13574.0,36,No,3,19.7,78.0,0
55,M,Engineering,2,Divorced,4901.0,18,No,2,7.4,60.0,0
21,M,HR,1,Single,4401.0,21,Yes,3,10.4,22.0,0
38,F,Finance,1,Divorced,3296.0,18,No,3,18.3,6.0,0
36,M,Sales,1,Married,9397.0,7,No,3,20.5,98.0,0
64,F,Engineering,2,Divorced,12072.0,2,No,3,8.6,54.0,0
35,M,Finance,2,Divorced,8112.0,16,No,3,24.0,158.0,0
59,F,Support,2,Married,4267.0,18,No,3,4.0,137.0,0
64,F,Sales,5,Married,4693.0,25,Yes,3,16.4,8.0,0
37,F,Engineering,4,Single,3512.0,18,Yes,3,1.0,77.0,0
29,M,Sales,2,Married,4826.0,17,Yes,3,7.199999999999999,12.0,0
32,M,Support,1,Married,2128.0,27,No,1,5.7,31.0,0
40,M,Finance,2,Divorced,12760.0,39,No,4,13.3,0.0,0
52,F,Engineering,1,Single,6539.0,15,No,3,5.9,47.0,0
63,M,Sales,1,Married,10446.0,25,No,3,6.9,63.0,0
57,M,Sales,4,Married,12271.0,39,No,3,9.0,184.0,0
34,F,Engineering,2,Single,7614.0,0,No,3,23.0,10.0,0
39,M,Support,2,Married,8113.0,11,No,2,0.6000000000000001,24.0,0
50,F,Engineering,3,Married,5276.0,18,No,2,3.5,50.0,0
61,F,Engineering,1,Single,6911.0,22,No,3,7.5,51.0,0
56,M,Sales,1,Divorced,5576.0,12,No,2,4.1,58.0,0
52,F,Support,1,Married,8011.0,8,No,3,10.6,131.0,0
62,M,Engineering,3,Single,4057.0,35,No,3,11.4,95.0,1
23,F,Engineering,4,Married,12542.0,36,No,3,17.3,147.0,0
27,M,Finance,1,Single,8916.0,22,No,2,-0.6000000000000001,65.0,0
58,F,Finance,2,Married,15949.0,21,Yes,3,15.4,176.0,0
58,M,HR,3,Married,3454.0,6,No,3,22.5,3.0,1
42,M,Engineering,2,Married,6137.0,12,Yes,3,4.7,90.0,0
30,F,Finance,1,Single,8437.0,1,No,2,13.2,34.0,1
38,F,Sales,3,Single,8656.0,40,No,2,13.4,159.0,0
45,M,Engineering,1,Single,10932.0,24,No,3,13.3,80.0,0
41,F,Sales,1,Single,4777.0,3,Yes,3,12.0,33.0,0
51,M,Sales,2,Single,11414.0,25,No,2,-0.5,72.0,0
45,F,Engineering,1,Married,3448.0,31,Yes,2,8.8,30.0,0
31,F,Finance,1,Single,3499.0,14,No,4,10.9,59.0,0
29,F,Sales,2,Single,6904.0,28,No,3,8.7,158.0,0
44,F,Sales,2,Single,5980.0,6,Yes,2,-0.3999999999999999,85.0,0
36,M,Engineering,1,Married,4358.0,35,No,3,7.699999999999999,193.0,0
31,M,Finance,1,Married,17820.0,22,No,3,19.1,185.0,0
47,M,HR,1,Married,4309.0,7,Yes,3,13.1,73.0,0
55,F,Engineering,1,Married,4065.0,37,No,2,1.7000000000000002,106.0,0
53,M,Engineering,3,Single,4699.0,21,Yes,3,3.2,25.0,0
60,F,Engineering,2,Single,6026.0,15,No,2,8.7,128.0,1
25,M,HR,1,Married,20220.0,33,No,2,6.6,171.0,0
21,F,Engineering,1,Married,3391.0,6,Yes,3,1.2999999999999998,185.0,0
24,M,Support,1,Married,5084.0,13,No,3,2.2,122.0,0
33,F,Support,4,Divorced,8633.0,8,No,2,4.0,146.0,0
32,M,Engineering,2,Single,5894.0,0,No,3,2.8,69.0,0
55,M,Support,4,Single,3895.0,24,Yes,3,10.0,160.0,1
45,M,Support,2,Single,3317.0,26,No,4,8.6,80.0,0
50,F,Finance,1,Married,5422.0,5,No,2,4.0,119.0,0
31,F,Engineering,1,Married,3644.0,10,No,3,1.9,47.0,0
26,F,Sales,3,Single,6605.0,35,No,3,17.1,159.0,0
35,M,Engineering,1,Married,14730.0,29,No,3,12.2,146.0,0
42,F,Sales,5,Married,6934.0,39,No,3,2.5,125.0,0
47,F,Engineering,2,Divorced,6294.0,20,No,2,28.7,15.0,0
28,M,Support,1,Divorced,4402.0,1,No,3,16.1,47.0,0
54,M,Engineering,2,Divorced,3974.0,34,No,3,2.1,150.0,0
43,M,Sales,1,Divorced,11982.0,33,Yes,3,12.6,81.0,0
61,F,HR,4,Divorced,9304.0,4,No,3,1.5,167.0,0
18,F,Support,1,Married,4720.0,6,No,3,27.9,30.0,0
60,M,Engineering,1,Married,5468.0,22,No,3,3.8,119.0,0
62,F,Engineering,1,Single,7630.0,28,Yes,3,22.8,63.0,0
40,M,Finance,4,Married,8050.0,19,Yes,3,21.9,171.0,0
29,F,Support,4,Married,5949.0,17,No,3,7.5,142.0,0
36,F,Sales,1,Married,5824.0,6,No,3,12.0,26.0,0
33,M,Sales,2,Single,3712.0,40,No,3,11.2,118.0,0
21,F,Sales,4,Married,8538.0,16,Yes,3,13.0,114.0,0
28,F,Support,2,Single,4505.0,25,Yes,2,13.9,138.0,0
25,M,Finance,1,Single,11856.0,4,Yes,2,6.9,123.0,0
41,M,Engineering,4,Married,6025.0,23,No,1,5.3,132.0,0
21,F,Sales,1,Single,7450.0,27,No,3,1.0,57.0,0
29,M,Finance,2,Married,5254.0,32,No,3,4.0,173.0,0
59,M,Support,2,Single,12377.0,31,Yes,2,10.1,21.0,0
40,M,Engineering,1,Divorced,14148.0,3,No,2,2.1,38.0,0
48,M,Engineering,1,Married,8238.0,28,No,4,8.1,122.0,0
44,M,Sales,1,Married,6756.0,38,Yes,3,3.8,68.0,0
34,F,Finance,2,Single,16734.0,13,Yes,2,3.3,11.0,0
44,M,Engineering,1,Single,3690.0,17,No,2,10.0,68.0,0
23,F,Engineering,4,Married,9380.0,23,No,2,17.7,193.0,0
19,F,Finance,1,Single,3331.0,12,No,3,6.2,18.0,1
38,M,Engineering,2,Single,6273.0,31,Yes,1,32.2,89.0,0
22,F,Sales,1,Married,2140.0,12,No,3,10.1,45.0,0
43,F,Support,2,Single,9107.0,19,No,2,15.8,87.0,0
49,F,Engineering,3,Married,3274.0,0,No,3,17.0,128.0,0
23,F,Sales,4,Married,6625.0,23,Yes,3,-0.8,140.0,0
59,M,Engineering,2,Single,4763.0,2,No,1,6.300000000000001,58.0,0
58,M,Engineering,1,Married,5942.0,17,Yes,2,7.0,163.0,0
18,F,Finance,3,Married,6356.0,1,No,3,-0.7,155.0,0
47,F,Finance,1,Single,3549.0,9,No,1,10.6,193.0,0
25,F,HR,1,Married,5886.0,21,No,3,7.5,131.0,0
30,F,Support,1,Single,4314.0,0,No,4,6.800000000000001,193.0,0
59,F,Sales,2,Single,6914.0,7,No,3,8.0,169.0,0
52,M,Sales,2,Married,8529.0,13,No,3,43.0,57.0,0
52,M,Sales,3,Single,7823.0,12,No,3,-0.3999999999999999,79.0,0
28,M,HR,1,Single,6499.0,24,Yes,3,-0.7,104.0,0
25,F,Finance,2,Divorced,6350.0,40,No,3,5.3,74.0,0
51,M,Engineering,2,Married,4941.0,13,No,4,16.9,15.0,0
63,F,Finance,3,Married,12194.0,1,No,3,8.6,46.0,0
43,M,HR,3,Single,3900.0,14,No,1,7.300000000000001,101.0,0
38,F,HR,3,Married,2777.0,7,No,1,1.7999999999999998,30.0,0
21,M,Engineering,3,Married,4917.0,33,No,4,3.3,15.0,0
26,M,Finance,5,Married,8298.0,11,No,4,1.2000000000000002,182.0,0
51,M,Support,3,Single,9467.0,24,Yes,4,29.8,156.0,0
20,M,Finance,1,Married,7347.0,28,No,3,9.1,169.0,0
45,F,Engineering,2,Single,25946.0,0,No,3,11.7,82.0,0
45,M,Engineering,3,Single,4017.0,24,No,3,13.3,139.0,0
40,M,Sales,2,Married,6388.0,36,No,2,0.2999999999999998,18.0,0
26,M,HR,2,Single,3278.0,0,No,3,26.2,122.0,0
56,M,Engineering,1,Single,6132.0,24,No,4,32.2,16.0,1
30,M,Engineering,4,Single,5042.0,33,No,3,24.6,175.0,0
61,F,Sales,5,Married,6192.0,9,Yes,3,8.4,168.0,0
25,F,Engineering,2,Married,5121.0,35,Yes,3,1.6,103.0,0
29,M,Support,2,Single,10090.0,7,Yes,3,1.1,34.0,0
31,M,Engineering,3,Married,3564.0,29,No,2,10.3,155.0,1
28,F,Engineering,5,Single,2818.0,21,No,4,8.2,4.0,0
41,M,HR,1,Single,6521.0,30,Yes,2,14.9,89.0,0
55,M,Engineering,5,Divorced,6564.0,36,No,3,2.5,176.0,0
19,M,Engineering,2,Married,7431.0,36,No,3,6.300000000000001,79.0,0
53,M,Engineering,2,Married,5042.0,22,No,3,8.4,129.0,0
59,M,Support,1,Single,9914.0,0,No,3,3.9,106.0,0
53,F,Engineering,3,Single,8052.0,38,Yes,3,11.8,7.0,1
33,M,Sales,3,Single,9009.0,26,No,3,25.6,147.0,0
54,F,Engineering,4,Married,4919.0,34,Yes,3,12.7,185.0,0
48,M,Finance,1,Married,5755.0,0,No,3,4.6,185.0,0
62,M,Sales,3,Single,3874.0,4,Yes,3,13.5,121.0,0
60,F,Sales,1,Married,4584.0,8,No,3,1.7999999999999998,80.0,0
29,M,Sales,2,Single,4068.0,35,No,2,8.5,194.0,0
59,M,Engineering,2,Married,11228.0,5,Yes,3,18.4,146.0,0
51,F,Sales,3,Single,5498.0,40,No,2,16.8,73.0,0
31,M,Sales,1,Married,8030.0,16,Yes,3,1.7000000000000002,153.0,0
56,F,HR,1,Single,7386.0,29,No,3,0.2000000000000001,89.0,0
45,F,Finance,2,Married,4053.0,10,No,2,0.6000000000000001,142.0,0
37,F,HR,4,Single,4419.0,37,Yes,1,1.6,147.0,0
31,M,Finance,5,Married,14492.0,11,No,2,17.1,127.0,0
37,F,Finance,5,Married,7653.0,26,No,3,20.1,194.0,0
35,F,Support,2,Married,6499.0,31,No,2,10.4,126.0,0
44,F,Engineering,2,Single,5321.0,13,No,3,5.2,90.0,0
23,M,Engineering,2,Single,9982.0,15,No,3,7.1,1.0,0
61,F,Sales,1,Married,3247.0,17,Yes,3,3.2,23.0,0
58,F,Sales,1,Single,3660.0,17,No,3,7.9,116.0,0
63,F,HR,2,Single,14440.0,28,Yes,3,0.7000000000000002,41.0,0
25,M,Sales,2,Divorced,9378.0,7,No,3,2.7,79.0,0
31,F,Support,4,Married,5088.0,39,Yes,3,20.1,73.0,1
39,M,Sales,3,Married,6207.0,6,No,4,19.9,192.0,0
41,M,Support,4,Single,7670.0,14,No,3,6.800000000000001,160.0,0
26,F,Sales,4,Married,7328.0,35,No,3,-0.8,37.0,0
58,F,Support,3,Divorced,14352.0,8,No,3,9.9,187.0,0
30,M,Engineering,2,Married,3980.0,37,No,3,5.4,181.0,0
22,F,HR,2,Single,5865.0,9,Yes,2,15.4,106.0,0
25,F,Engineering,2,Married,9422.0,15,No,2,11.6,46.0,0
44,M,Finance,3,Divorced,5319.0,18,No,1,5.3,140.0,0
18,F,Sales,1,Single,5207.0,33,No,3,8.1,156.0,1
59,M,Finance,3,Single,9403.0,29,No,3,5.2,45.0,0
63,F,Engineering,2,Married,16255.0,27,No,4,7.300000000000001,97.0,0
32,F,Support,3,Married,3268.0,3,No,2,0.6000000000000001,165.0,0
26,F,Sales,3,Married,8431.0,35,Yes,2,16.2,32.0,0
46,F,Engineering,2,Single,3534.0,7,Yes,3,3.2,162.0,0
55,F,Engineering,4,Married,4108.0,19,Yes,3,5.2,194.0,0
28,F,Sales,1,Married,7608.0,29,No,3,11.8,106.0,0
19,M,Engineering,1,Divorced,4037.0,4,No,4,-1.4,57.0,0
22,M,Support,1,Divorced,11386.0,27,No,3,6.199999999999999,131.0,0
23,M,HR,4,Single,8391.0,27,No,4,1.6,177.0,0
25,F,Sales,2,Single,8469.0,6,No,1,7.300000000000001,145.0,0
62,F,Engineering,3,Single,3852.0,7,No,4,28.4,193.0,0
51,F,Finance,3,Married,8714.0,14,No,3,5.5,126.0,0
44,M,Sales,1,Married,9100.0,24,No,2,30.3,55.0,0
24,F,Finance,4,Married,11632.0,10,No,3,12.3,91.0,0
29,M,Sales,1,Married,7098.0,27,No,3,11.1,47.0,0
49,M,Engineering,4,Single,4338.0,13,No,3,2.8,156.0,0
35,M,Finance,3,Single,3225.0,13,No,3,6.0,194.0,0
25,F,Engineering,3,Married,6611.0,16,No,3,8.2,70.0,0
22,M,Sales,3,Married,9907.0,40,Yes,4,2.8,40.0,0
23,M,Engineering,3,Married,11307.0,27,No,3,1.5,123.0,0
32,M,Engineering,2,Married,18448.0,38,No,4,2.4000000000000004,40.0,0
20,M,Engineering,3,Divorced,11032.0,17,No,4,10.8,185.0,0
26,F,Sales,1,Married,3799.0,16,No,2,9.9,173.0,1
43,M,Sales,3,Divorced,5034.0,5,Yes,2,10.5,11.0,0
21,M,Engineering,2,Single,18233.0,40,No,2,2.5,47.0,0
50,F,Sales,2,Single,3968.0,30,No,4,8.3,111.0,0
62,F,Sales,1,Married,7892.0,34,No,2,19.5,151.0,0
49,F,Sales,1,Married,5892.0,26,No,3,6.300000000000001,168.0,0
39,F,Engineering,1,Single,7995.0,21,No,3,20.2,181.0,1
39,F,Sales,3,Single,11500.0,29,No,3,15.5,41.0,1
59,M,HR,2,Single,5245.0,3,Yes,1,5.1,105.0,0
51,M,Support,1,Married,4993.0,39,Yes,3,9.8,29.0,1
20,M,Sales,2,Single,16902.0,12,No,3,9.4,32.0,0
23,M,Engineering,1,Married,13016.0,16,Yes,2,13.5,154.0,0
51,F,Sales,2,Married,8865.0,19,No,2,7.6,12.0,0
26,F,Support,3,Single,9811.0,30,No,3,9.3,148.0,0
56,M,Finance,2,Single,3967.0,19,No,2,43.8,71.0,0
57,F,Finance,2,Married,4379.0,2,Yes,3,3.5,97.0,0
46,M,Sales,2,Single,8543.0,38,No,2,0.2000000000000001,64.0,0
64,F,Sales,1,Single,11621.0,22,Yes,4,5.5,18.0,0
37,F,Engineering,3,Married,10205.0,14,No,3,17.3,143.0,0
31,M,Support,4,Married,2319.0,15,Yes,4,13.3,151.0,0
36,M,HR,1,Married,2559.0,24,Yes,3,2.6,158.0,0
24,M,Engineering,3,Single,5661.0,5,No,3,7.4,68.0,0
55,F,Finance,1,Divorced,9719.0,3,No,3,5.8,63.0,0
28,M,Support,4,Single,5088.0,37,No,4,11.8,77.0,0
48,F,Sales,4,Single,6272.0,30,No,3,12.2,75.0,0
56,F,Support,3,Married,6874.0,20,No,3,15.3,46.0,1
55,M,Engineering,3,Divorced,8948.0,2,Yes,2,3.3,36.0,0
60,F,Support,1,Single,5307.0,24,No,3,9.3,113.0,0
31,F,Engineering,2,Married,9610.0,37,No,3,7.0,103.0,0
43,F,Finance,5,Divorced,3068.0,7,No,3,9.3,136.0,0
51,F,Finance,5,Married,3722.0,40,Yes,2,4.6,151.0,0
56,M,Sales,2,Married,6672.0,12,No,2,16.7,179.0,1
40,F,Sales,2,Single,8148.0,32,Yes,3,3.6,144.0,0
35,F,Support,2,Single,4008.0,0,No,3,7.9,11.0,0
28,F,Sales,2,Single,9864.0,22,No,3,17.3,167.0,1
64,F,Engineering,3,Married,16704.0,18,Yes,3,8.7,193.0,0
61,F,Engineering,5,Single,2167.0,13,No,3,6.9,11.0,0
30,F,HR,2,Single,10129.0,1,No,3,9.5,176.0,0
56,M,Sales,1,Single,3342.0,30,No,3,3.3,114.0,0
41,M,Sales,2,Married,8324.0,24,No,2,3.5,145.0,0
28,F,Engineering,3,Single,5382.0,6,Yes,3,4.7,168.0,0
62,F,Engineering,2,Married,14145.0,14,Yes,2,10.4,134.0,0
60,M,Sales,2,Married,5866.0,21,No,3,0.5,124.0,0
19,F,Engineering,4,Married,5448.0,7,No,1,10.7,146.0,0
19,M,Engineering,5,Married,8869.0,2,No,2,22.7,14.0,0
55,M,Engineering,3,Single,13690.0,4,No,3,11.0,121.0,1
33,F,Engineering,3,Single,7898.0,21,No,4,11.1,47.0,1
32,F,Finance,4,Divorced,7691.0,26,No,3,8.0,29.0,0
37,M,Engineering,1,Single,4793.0,25,No,3,5.5,191.0,0
55,F,Engineering,2,Single,5797.0,11,No,4,9.9,41.0,0
48,M,Sales,2,Single,8781.0,29,No,3,7.0,11.0,0
36,F,HR,2,Divorced,4135.0,35,No,4,20.8,52.0,1
61,F,Engineering,2,Divorced,5837.0,28,Yes,3,19.5,22.0,0
29,M,Engineering,1,Single,5482.0,26,Yes,2,6.5,155.0,0
22,M,Engineering,2,Married,3860.0,22,No,3,5.0,160.0,0
37,M,Sales,1,Divorced,10458.0,25,No,3,2.7,92.0,0
36,F,Engineering,2,Divorced,19009.0,12,No,4,11.4,122.0,1
24,M,Engineering,1,Married,2798.0,27,Yes,2,11.8,87.0,1
59,F,Engineering,1,Married,5577.0,16,No,4,0.7999999999999998,89.0,0
37,F,Engineering,2,Single,7433.0,13,Yes,2,-0.5,165.0,0
43,M,Sales,1,Single,7823.0,17,No,3,6.6,165.0,0
44,F,Support,1,Married,12009.0,6,No,3,4.1,106.0,0
51,F,Sales,3,Single,5312.0,10,No,3,5.3,88.0,0
57,F,Sales,1,Single,5708.0,13,No,2,5.4,103.0,0
31,F,Support,1,Single,9075.0,17,No,3,10.4,106.0,0
60,F,Engineering,1,Divorced,6494.0,11,Yes,2,45.3,33.0,0
38,M,Sales,2,Single,11238.0,10,No,3,8.4,25.0,0
39,M,Engineering,2,Divorced,5038.0,14,Yes,4,25.2,35.0,1
34,F,Engineering,2,Married,7325.0,31,No,4,27.1,183.0,0
48,M,Engineering,2,Single,4109.0,33,Yes,3,7.699999999999999,80.0,0
28,F,Engineering,4,Single,6156.0,13,Yes,3,1.2000000000000002,86.0,0
29,M,Engineering,1,Married,5786.0,20,Yes,3,10.8,188.0,0
52,F,Support,2,Divorced,11368.0,39,No,3,16.3,17.0,0
22,F,Engineering,2,Single,6037.0,27,No,2,4.7,180.0,0
46,M,Support,2,Married,5778.0,0,No,3,3.8,4.0,0
29,M,Finance,1,Divorced,7496.0,9,No,2,5.5,129.0,0
47,M,Sales,3,Married,5359.0,30,No,3,11.0,2.0,0
46,M,Sales,4,Single,5629.0,21,No,4,12.2,132.0,0
18,F,Support,1,Married,18405.0,35,No,2,-0.7,133.0,0
22,M,Support,2,Married,11604.0,39,No,3,6.800000000000001,107.0,0
43,F,Engineering,5,Single,9853.0,32,No,3,14.2,37.0,0
21,F,Engineering,2,Single,5460.0,18,No,4,7.300000000000001,80.0,0
44,M,Engineering,2,Single,7712.0,37,No,4,18.4,152.0,0
64,M,Engineering,2,Married,15303.0,27,No,4,7.0,5.0,0
59,F,Sales,4,Single,12951.0,37,No,3,7.199999999999999,40.0,0
35,M,Finance,4,Married,6764.0,30,No,3,20.6,119.0,0
36,M,Sales,3,Married,8747.0,20,Yes,3,13.1,16.0,0
58,M,Sales,1,Divorced,12722.0,17,No,1,-0.5,27.0,0
46,M,Engineering,3,Divorced,13930.0,17,No,3,3.7,79.0,0
26,M,Sales,1,Divorced,8811.0,13,No,3,5.7,35.0,0
27,F,Engineering,2,Married,3478.0,28,No,3,27.2,170.0,1
53,M,Support,3,Married,10346.0,21,Yes,2,13.7,162.0,0
59,M,Sales,2,Single,3959.0,19,No,3,19.4,42.0,1
48,F,Support,4,Married,2416.0,19,No,3,-0.3999999999999999,155.0,0
41,F,Support,1,Divorced,1959.0,8,No,2,0.6000000000000001,190.0,0
61,F,Engineering,1,Single,7627.0,14,No,3,12.6,159.0,0
36,F,Engineering,2,Single,4917.0,30,Yes,1,6.800000000000001,127.0,0
19,M,Sales,1,Single,8205.0,28,No,3,2.8,117.0,0
45,F,HR,1,Single,5860.0,5,No,2,4.8,19.0,0
51,M,Sales,3,Single,8134.0,31,Yes,3,10.3,104.0,0
20,F,Support,3,Divorced,8086.0,23,No,3,27.4,123.0,0
32,M,Support,3,Single,6017.0,11,No,3,-0.3,103.0,0
56,M,Finance,1,Married,6569.0,30,Yes,3,16.0,3.0,1
29,F,Support,1,Married,4625.0,30,No,3,33.7,97.0,0
35,M,Engineering,3,Married,11801.0,32,No,3,12.0,131.0,0
57,F,Sales,1,Divorced,6422.0,3,Yes,3,8.2,167.0,0
36,F,Sales,3,Single,7749.0,2,No,3,3.5,3.0,0
56,F,HR,2,Married,2795.0,26,No,4,9.9,127.0,1
32,F,Finance,4,Married,11690.0,30,No,3,3.9,151.0,0
30,F,Support,1,Married,5231.0,38,No,3,17.1,106.0,0
23,F,Finance,2,Single,8778.0,3,No,3,4.8,77.0,0
51,M,Support,3,Divorced,8525.0,33,No,3,3.0,14.0,0
19,M,Engineering,2,Married,7999.0,13,No,3,17.1,78.0,0
26,M,Engineering,3,Married,4155.0,16,No,3,6.199999999999999,114.0,0
29,F,HR,2,Divorced,3553.0,5,No,3,15.9,62.0,0
50,F,Engineering,2,Married,9685.0,15,No,2,22.8,21.0,0
47,M,Support,3,Married,9524.0,34,No,3,10.1,87.0,0
44,M,Sales,1,Single,3214.0,17,Yes,3,6.0,149.0,0
39,F,Engineering,2,Married,13513.0,4,No,3,1.2999999999999998,105.0,0
42,F,Sales,1,Single,23587.0,0,No,3,5.9,18.0,0
21,M,Finance,1,Married,3938.0,31,No,3,28.4,194.0,0
19,M,Sales,1,Married,11638.0,12,Yes,3,16.7,88.0,0
49,F,Engineering,5,Divorced,7009.0,21,No,3,12.8,126.0,0
20,M,HR,2,Married,6619.0,28,No,3,29.1,192.0,0
18,F,Engineering,1,Divorced,3671.0,40,Yes,2,6.9,145.0,0
35,M,Sales,4,Married,7042.0,7,No,4,17.8,160.0,0
35,M,Engineering,2,Single,5587.0,28,No,4,11.8,110.0,0
46,M,Engineering,4,Married,7101.0,9,No,2,9.6,90.0,0
56,F,Engineering,2,Single,5920.0,12,Yes,1,6.800000000000001,199.0,0
51,F,Finance,4,Married,3949.0,29,No,3,8.2,50.0,0
38,F,Engineering,2,Married,11155.0,7,No,2,13.7,71.0,0
47,F,Engineering,2,Divorced,6119.0,4,Yes,2,3.1,83.0,0
31,F,HR,1,Married,4896.0,38,No,3,8.5,140.0,0
40,F,Support,1,Single,21223.0,37,Yes,3,0.0,34.0,0
60,F,Support,1,Single,8514.0,10,Yes,3,1.5,152.0,0
62,F,Engineering,2,Single,6531.0,24,No,2,2.5,147.0,0
55,F,HR,2,Married,3645.0,3,Yes,3,4.9,99.0,0
63,F,Support,2,Married,14537.0,1,No,2,15.9,6.0,0
41,F,Sales,1,Single,9164.0,12,No,3,8.6,18.0,0
29,M,Engineering,2,Married,5805.0,22,No,1,12.5,108.0,0
22,M,Engineering,1,Married,5852.0,3,Yes,3,5.0,1.0,0
